Artista,Cancion,Album,Genero,Letra,letra_procesada
Natanael Cano,AMG,Spotify Sync,Tus Favoritos,"De todo ya pasé, claro que le batallé
Lo saben dos o tres, no soy el mismo que era ayer
Mercedes AMG, Clase G-63
Lo que un día soñé, todo ya me lo compré

Muy bueno para las cuentas, todo apunto en la libreta
Ahí traigo la lista negra, pa'l que se pase de verga
Pura morrita bien buena, montada en mi camioneta
Los radios suenan y suenan, pero yo siempre ando alerta, eah

¡Eh!
Y bien jalados, compa Gabito
Y arriba la bandera, viejo; pura doble P, ¡yayay!
Así nomás, compa Nata, así nomás
Compa Gabito, ¡chau!
Pura doble P, viejo, ayay

Un GT-R pa rolar, los baby a mí mе gustan más
Puerto de Mazatlán, divisando la ciudad
En jet particular, mе pongo en cualquier lugar
Destapando las champagne, hay billetes pa' gastar
Moviendo bien el ice, everywhere me han de mirar
Con unos tenis Nike, soy maleante y es lo que hay

Muy bueno para las cuentas, todo apunto en mi libreta
Ahí traigo la lista negra, pa'l que se pase de verga
Pura morrita bien buena, montada en mi camioneta
Los radios suenan y suenan, pero yo siempre ando alerta",pasé claro batallé saben dos tres soy ayer mercedes amg clase día soñé compré bueno cuentas apunto libreta ahí traigo lista negra pase verga pura morrita buena montada camioneta radios suenan suenan ando alerta eah jalados compa gabito arriba bandera viejo pura doble yayay nomás compa nata nomás compa gabito chau pura doble viejo ayay rolar baby gustan puerto mazatlán divisando ciudad jet particular pongo cualquier lugar destapando champagne billetes gastar moviendo ice everywhere mirar unos tenis nike soy maleante bueno cuentas apunto libreta ahí traigo lista negra pase verga pura morrita buena montada camioneta radios suenan suenan ando alerta
Los Enanitos Verdes,Lamento Boliviano,Big Bang,Dinámico,"Me quieren agitar
Me incitan a gritar.
Soy como una roca,
Palabras no me tocan
Adentro hay un volcán
Que pronto va a estallar.
Yo quiero estar tranquilo.

Es mi situación
Una desolación,
Soy como un lamento,
Lamento boliviano.
Que un día empezó

Y no va a terminar
Y a nadie hace daño.

Ooooh !

REFRAIN (x3)
Y yo estoy aquí
Borracho y loco
Y mi corazón idiota
Siempre brillará
Y yo te amaré,
Te amaré por siempre.
Nena no te peines en la cama
Que los viajantes se van a atrasar.

(Merci à Carla pour cettes paroles)",quieren agitar incitan gritar soy roca palabras tocan adentro volcán pronto estallar estar tranquilo situación desolación soy lamento lamento boliviano día empezó terminar nadie hace daño ooooh refrain borracho loco corazón idiota brillará amaré amaré nena peines cama viajantes van atrasar merci carla pour cettes paroles
Inspector,Amargo Adiós,Alma En Fuego,Dinámico,"Sé que es tarde ya
Para pedir perdón
Sé que es tarde ya y lo siento
Termina nuestro amor
Si ya nada funciona contigo
Y el intento no va más allá
No me pidas darle tiempo al tiempo
No puedo esperar
Si la culpa fue tuya o fue mía
El saberlo ya no servirá
No me pidas que sea tu amigo
Te aseguro, no funcionará
Solo unos minutos te pido
Voy a ahorrarte tener que explicar
Diferencia entre novio y amigo
¿Cuánto tiempo puede funcionar?
Y con vodka pretendo olvidarte
Mis amigos y esta canción
Porque sé
Que siempre
Que siempre es amargo el adiós
Sé que es tarde ya
Para pedir perdón
Sé que es tarde ya y lo siento
Termina nuestro amor
Sé que es tarde ya
Para pedir perdón
Sé que es tarde ya y lo siento
Termina nuestro amor

Solo unos minutos te pido
Voy a ahorrarte tener que explicar
Diferencia entre novio y amigo
¿Cuánto tiempo puede funcionar?
Y con vodka pretendo olvidarte
Mis amigos y esta canción
Porque sé
Que siempre
Que siempre es amargo el adiós
Sé que es tarde ya
Para pedir perdón
Sé que es tarde ya y lo siento
Termina nuestro amor
Sé que es tarde ya
Para pedir perdón
Sé que es tarde ya y lo siento
Termina nuestro amor
Sé que es tarde ya y lo siento
Termina nuestro amor
Sé que es tarde ya y lo siento
Amargo es el adiós",tarde pedir perdón tarde siento termina nuestro amor funciona contigo intento allá pidas darle tiempo tiempo puedo esperar culpa tuya mía saberlo servirá pidas sea amigo aseguro funcionará unos minutos pido voy ahorrarte tener explicar diferencia novio amigo cuánto tiempo funcionar vodka pretendo olvidarte amigos canción amargo adiós tarde pedir perdón tarde siento termina nuestro amor tarde pedir perdón tarde siento termina nuestro amor unos minutos pido voy ahorrarte tener explicar diferencia novio amigo cuánto tiempo funcionar vodka pretendo olvidarte amigos canción amargo adiós tarde pedir perdón tarde siento termina nuestro amor tarde pedir perdón tarde siento termina nuestro amor tarde siento termina nuestro amor tarde siento amargo adiós
Duncan Dhu,En algún lugar,El Grito Del Tiempo,Dinámico,"En algún lugar de un gran país
Olvidaron construir
Un hogar donde no queme el sol
Y al nacer no haya que morir
Y en las sombras
Mueren genios sin saber
De su magia
Concedida, sin pedirlo
Mucho tiempo antes de nacer

No hay camino que
Llegue hasta aquí
Y luego pretenda salir
Con el fuego de
El atardecer arde la hierba

En algún lugar de un gran país
Olvidaron construir
Un hogar donde no queme el sol
Y al nacer no haya que morir
Un silbido cruza el pueblo
Y se ve, un jinete
Que se marcha con el viento
Mientras grita
Que no va a volver

Y la tierra aquí
Es de otro color
El polvo no te deja ver
Los hombres ya no
Saben si lo son
Pero lo quieren creer
Las madres que ya
No saben llorar
Ven a sus hijos partir
La tristeza aquí
No tiene lugar
Cuando lo triste es vivir

Na na na na na na
na na na na na na
na na na na na na na

Na na na na na na
na na na na na na
na na na na na na na

Na na na na na na
na na na na na na
na na na na na na na

Na na na na na na
na na na na na na
na na na na na na",algún lugar gran país olvidaron construir hogar queme sol nacer haya morir sombras mueren genios saber magia concedida pedirlo mucho tiempo nacer camino llegue luego pretenda salir fuego atardecer arde hierba algún lugar gran país olvidaron construir hogar queme sol nacer haya morir silbido cruza pueblo jinete marcha viento mientras grita volver tierra color polvo deja ver hombres saben quieren creer madres saben llorar ven hijos partir tristeza lugar triste vivir
Zoé,Arrullo De Estrellas,Programaton,Dinámico,"En el faro de tu amor
En el regazo de tu piel
Me dejo llevar al Sol

Es que no hay nadie como tú
Que me haga sentir así
En un arrullo de estrellas
Oh-oh, te lo digo desde el alma
Y con el corazón abierto

En un páramo de luz
Despojados del dolor
Nos volvemos a encontrar

Al final del infinito
Entre ríos púrpura
A la fuente regresar
Oh-oh-oh

En el faro de tu amor
En el regazo de tu piel
Me dejo llevar al Sol

Al final del infinito
Entre ríos púrpura
Nos volvemos a encontrar
Oh-oh-oh, eres mi amor eterno
Mi ángel de la guarda
Oh-oh-oh, te lo digo desde el alma
Con el corazón abierto
Oh-oh-oh

Entre tus alas, dormí
Y, en tu mirada compasiva, crecí
Siempre confiaste en todo lo que soñé
Y me cuidaste y me guiaste hasta aquí
Oh-oh-oh, te lo digo desde el alma
Y con el corazón abierto
Oh-oh-oh, eres mi amor eterno
Mi ángel de la guarda
Oh-oh-oh, te lo digo desde el alma
Y con el corazón abierto
Oh-oh-oh, eres mi amor eterno
Mi ángel de la guarda
Oh-oh-oh, te lo digo desde el alma
María, llena eres de gracia
Oh-oh-oh",faro amor regazo piel dejo llevar sol nadie haga sentir arrullo estrellas digo desde alma corazón abierto páramo luz despojados dolor volvemos encontrar final infinito ríos púrpura fuente regresar faro amor regazo piel dejo llevar sol final infinito ríos púrpura volvemos encontrar amor eterno ángel guarda digo desde alma corazón abierto alas dormí mirada compasiva crecí confiaste soñé cuidaste guiaste digo desde alma corazón abierto amor eterno ángel guarda digo desde alma corazón abierto amor eterno ángel guarda digo desde alma maría llena gracia
Heroes Del Silencio,Maldito duende,Senderos De Traición - Edición Especial,Dinámico,"He oído que la noche
es toda magia
y que un duende te invita a soñar

Y sé que últimamente
apenas he parado,
y tengo la impresión de divagar.

Amanece tan pronto
y yo estoy tan solo
y no me arrepiento de lo de ayer.

Sí, las estrellas te iluminan
y te sirven de guía
te sientes tan fuerte
que piensas
que nadie te puede tocar

Las distancias se hacen cortas
pasan rápidas las horas
y este cuarto no para de menguar

Y tantas cosas por decir
tanta charla por aquí
si fuera posible escapar de este lugar

Amanece tan pronto
y yo estoy tan solo
y no me arrepiento de lo de ayer.

Sí, las estrellas te iluminan
y te sirven de guía
te sientes tan fuerte
que piensas
que nadie te puede tocar.

Amanece tan pronto
y yo estoy tan solo
y no me arrepiento de lo de ayer.
Sí, las estrellas te iluminan
y te sirven de guía
te sientes tan fuerte
que piensas
que nadie te puede tocar.

Amanece tan pronto
y yo estoy tan solo
y no me arrepiento de lo de ayer.
Sí, las estrellas te iluminan
y te sirven de guía
te sientes tan fuerte
que piensas
que nadie te puede tocar.",oído noche toda magia duende invita soñar últimamente apenas parado impresión divagar amanece pronto arrepiento ayer estrellas iluminan sirven guía sientes fuerte piensas nadie tocar distancias hacen cortas pasan rápidas horas cuarto menguar tantas cosas decir tanta charla fuera posible escapar lugar amanece pronto arrepiento ayer estrellas iluminan sirven guía sientes fuerte piensas nadie tocar amanece pronto arrepiento ayer estrellas iluminan sirven guía sientes fuerte piensas nadie tocar amanece pronto arrepiento ayer estrellas iluminan sirven guía sientes fuerte piensas nadie tocar
Caifanes,La Célula Que Explota,El Diablito,Dinámico,"Hay veces que no tengo ganas de verte
hay veces que no quiero ni tocarte
hay veces que quisiera ahogarte en un grito
y olvidarme de esa imagen tuya
pero no me atrevo

Hay veces que no dejo de soñarte
de acariciarte hasta que ya no pueda
hay veces que quisiera morir contigo
y olvidarme de toda materia
pero no me atrevo

Hay veces que no se lo que me pasa
ya no puedo saber que es lo que pasa adentro
somos como gatos en celo
somos una célula que explota
y esa no la paras, no la paras
no, no",veces ganas verte veces tocarte veces quisiera ahogarte grito olvidarme imagen tuya atrevo veces dejo soñarte acariciarte pueda veces quisiera morir contigo olvidarme toda materia atrevo veces pasa puedo saber pasa adentro somos gatos celo somos célula explota paras paras
León Larregui,Locos,Voluma,Dinámico,"Estoy contento, de tenerte cerca
Muy cerca de mi
Que me digas loco, que me des de besos
Y que te rías de mi
Sabes que quiero decir, ya no me mires así, no

Yo simplemente puedo decirte que eres
Lo más bonito que he visto en toda mi vida
Yo sé que nunca te lo he dicho y me da miedo confesar
Pero antes quiero besarte

Llevo un rato tratando de decirte
Que ya no puedo vivir sin ti
Llevo años tratando de decirte
Que te amo

Estoy contento, de tenerte cerca
Muy cerca de mi
Que me digas loco, que me des de besos
Y que te rías de mi
Sabes que quiero decir, ya no me mires así, no

Yo simplemente puedo decirte que eres
Lo más bonito que he visto en toda mi vida
Yo sé que nunca te lo he dicho y me da miedo confesar
Pero antes quiero besarte

Llevo un rato tratando de decirte
Que ya no puedo vivir sin ti
Llevo años tratando de decirte
Que te amo

Esta noche, estás loca como yo
Esta noche
Esta noche, estás loca como yo
Estás loca",contento tenerte cerca cerca digas loco des besos rías sabes decir mires simplemente puedo decirte bonito visto toda vida dicho miedo confesar besarte llevo rato tratando decirte puedo vivir llevo años tratando decirte amo contento tenerte cerca cerca digas loco des besos rías sabes decir mires simplemente puedo decirte bonito visto toda vida dicho miedo confesar besarte llevo rato tratando decirte puedo vivir llevo años tratando decirte amo noche loca noche noche loca loca
Café Tacvba,Eres,Cuatro Caminos,Dinámico,"Eres lo que mas quiero en este mundo, eso eres
mi pensamiento mas profundo, tambien eres, tan sólo dime
lo que hago, aqui me tienes. Eres cuando despierto lo
primero, eso eres, lo que a mi vida le hace falta si no vienes,
lo único, preciosa, que mi mente habita hoy.
Qué mas puedo decirte, tal vez puedo mentirte sin razón,
pero lo que hoy siento es que sin ti estoy muerto, pues
eres lo que mas quiero en este mundo, eso eres.
Eres el tiempo que comparto, eso eres, lo que la gente
promete cuando se quiere mi salvacion , mi esperanza y mi fe.
Soy el que quererte quiere como nadie soy,
el que te llevaría el sustento día a día , el que por ti
daría la vida, ese soy. Aqui estoy a tu lado y espero
aqui sentado hasta el final. No te has imaginado lo
que por ti he esperado pues eres lo que yo amo en
este mundo, eso eres, cada minuto en lo que pienso,
eso eres, lo que más cuido en este mundo, eso eres .",mas mundo eso pensamiento mas profundo tambien sólo dime hago aqui tienes despierto primero eso vida hace falta vienes único preciosa mente habita hoy mas puedo decirte tal puedo mentirte razón hoy siento muerto mas mundo eso tiempo comparto eso gente promete quiere salvacion esperanza soy quererte quiere nadie soy llevaría sustento día día daría vida soy aqui lado espero aqui sentado final imaginado esperado amo mundo eso minuto pienso eso cuido mundo eso
Fuerza Regida,TU SANCHO,111XPANTIA,Dinámico,"Mi niña
Alista tu maleta ahorita
Quiero que te pongas bonita
Ya le marqué al pinche piloto
Ya dile al tonto que ya te vas

Cabrona, buena pa' mentiras
Y esa boquita me fascina
Baby, tú eres para un loco
Y como este loco, no hay como yo

Qué bonito chingarte en las nubes, bandida
El piloto, pura verga, baja la mira
Terminamos en treinta y llegamos a Ibiza
Aterrizamos sin prisa
Materiales son los que tú menos pedías
Los detalles enamoraron a mi niña
Hoy te dejo una cuenta de banco en las Islas
Tú date vuelo

Qué bonita, te miras bien mamacita sin calzón
No le cuentes a tu amiga que la tengo como león
Calladita te ves más bonita
Pa' mirarnos otra vez, que no lo sepa tu güey

Sin pedos, te espero
Peléate con tu güey
Invéntate una razón pa' que no lo haga de pedo
Ni pedo, sin pedo, ¿ya qué?

Qué bonito chingarte más rico y de noche
Un palito en el aire, privado pa' Londres
Diferentes mujeres de varios sabores
Nomás no te me aloques
Mujeriego y coqueto, tengo mil amores
De hace tiempo te busco, mas no sé ni en dónde
Si me quieres, tendrás que aguantar los rumores
Nomás no te me aloques

Ey
Fuerza Regida
Jajaja
¿Ah?
Jaja",niña alista maleta ahorita pongas bonita marqué pinche piloto dile tonto vas cabrona buena mentiras boquita fascina baby loco loco bonito chingarte nubes bandida piloto pura verga baja mira terminamos treinta llegamos ibiza aterrizamos prisa materiales menos pedías detalles enamoraron niña hoy dejo cuenta banco islas date vuelo bonita miras mamacita calzón cuentes amiga león calladita ves bonita mirarnos sepa güey pedos espero peléate güey invéntate razón haga pedo pedo pedo bonito chingarte rico noche palito aire privado londres diferentes mujeres varios sabores nomás aloques mujeriego coqueto mil amores hace tiempo busco mas quieres tendrás aguantar rumores nomás aloques fuerza regida jajaja jaja
Soda Stereo,De Música Ligera,Spotify Sync,Tus Favoritos,"A ver...

Ella durmió al calor de las masas,
y yo desperté queriendo soñarla.
Algún tiempo atrás pensé en escribirle
que nunca sorteé las trampas del amor.

De aquel amor de música ligera
nada nos libra, nada más queda.

Ella durmió al calor de las masas,
y yo desperté queriendo soñarla.
Algún tiempo atrás pensé en escribirle
que nunca sorteé las trampas del amor.

De aquel amor de música ligera
nada nos libra, nada más queda.

No le enviaré cenizas de rosas,
ni pienso evitar un roce secreto.

De aquel amor de música ligera
nada nos libra, nada más queda.

De aquel amor de música ligera
nada nos libra, nada más queda, nada más.

Nada más queda.
Nada más queda.
Nada más queda.
Nada más queda.",ver durmió calor masas desperté queriendo soñarla algún tiempo atrás pensé escribirle sorteé trampas amor aquel amor música ligera libra queda durmió calor masas desperté queriendo soñarla algún tiempo atrás pensé escribirle sorteé trampas amor aquel amor música ligera libra queda enviaré cenizas rosas pienso evitar roce secreto aquel amor música ligera libra queda aquel amor música ligera libra queda queda queda queda queda
Grupo Frontera,EL AMOR DE SU VIDA,El Comienzo,Dinámico,"Si estoy tomando
Es porque estoy echando alcohol a las heridas que por dentro estoy curando
Si me ven abrazado de una botella o de pronto que estoy hablando con ella
Puede ser que estoy pidiéndole consejos y eso es lo que estoy tomando

No estoy llorando
Es que se están descongelando sentimientos, no son lágrimas de llanto
Si de pronto alguien de aquí tuvo un mal día
Deje que yo les cuente la historia mía
Que seguramente después que le cuente ya no se va a estar quejando

Hoy vi al amor de mi vida
Tan feliz como nunca, besando al amor de su vida, yeah
Lo miraba de la misma forma que antes me veía
Ya entendí que esta guerra la tengo perdida

Porque el amor de mi vida
Me dijeron por ahí que con otro está haciendo su vida, yeah
Si les digo que quiero que sea feliz mentiría
Conclusión, a ella le tengo amor y a ese le tengo envidia

Hoy vi al amor de mi vida
Tan feliz como nunca, besando al amor de su vida, yeah
Lo miraba de la misma forma que antes me veía
Ya entendí que esta guerra la tengo perdida

Porque el amor de mi vida
Me dijeron por ahí que con otro está haciendo su vida, yeah
Si les digo que quiero que sea feliz mentiría
Conclusión, a ella le tengo amor y a ese le tengo envidia
Conclusión, a ella le tengo amor y a ese le tengo envidia",tomando echando alcohol heridas dentro curando ven abrazado botella pronto hablando pidiéndole consejos eso tomando llorando están descongelando sentimientos lágrimas llanto pronto alguien tuvo mal día deje cuente historia mía seguramente cuente estar quejando hoy amor vida feliz besando amor vida miraba forma veía entendí guerra perdida amor vida dijeron ahí haciendo vida digo sea feliz mentiría conclusión amor envidia hoy amor vida feliz besando amor vida miraba forma veía entendí guerra perdida amor vida dijeron ahí haciendo vida digo sea feliz mentiría conclusión amor envidia conclusión amor envidia
Carly Rae Jepsen,Call Me Maybe,Kiss,Dinámico,"I threw a wish in the well,
Don't ask me, I'll never tell
I looked to you as it fell,
And now you're in my way

I'd trade my soul for a wish,
Pennies and dimes for a kiss
I wasn't looking for this,
But now you're in my way

Your stare was holdin',
Ripped jeans, skin was showin'
Hot night, wind was blowin'
Where you think you're going, baby?

Hey, I just met you,
And this is crazy,
But here's my number,
So call me, maybe?

It's hard to look right,
At you baby,
But here's my number,
So call me, maybe?

Hey, I just met you,
And this is crazy,
But here's my number,
So call me, maybe?

And all the other boys,
Try to chase me,
But here's my number,
So call me, maybe?

You took your time with the call,
I took no time with the fall
You gave me nothing at all,
But still, you're in my way

I beg, and borrow and steal
At first sight and it's real
I didn't know I would feel it,
But it's in my way

Your stare was holdin',
Ripped jeans, skin was showin'
Hot night, wind was blowin'
Where you think you're going, baby?

Hey, I just met you,
And this is crazy,
But here's my number,
So call me, maybe?

It's hard to look right,
At you baby,
But here's my number,
So call me, maybe?

Hey, I just met you,
And this is crazy,
But here's my number,
So call me, maybe?

And all the other boys,
Try to chase me,
But here's my number,
So call me, maybe?

Before you came into my life
I missed you so bad
I missed you so bad
I missed you so, so bad

Before you came into my life
I missed you so bad
And you should know that
I missed you so, so bad

It's hard to look right,
At you baby,
But here's my number,
So call me, maybe?

Hey, I just met you,
And this is crazy,
But here's my number,
So call me, maybe?

And all the other boys,
Try to chase me,
But here's my number,
So call me, maybe?

Before you came into my life
I missed you so bad
I missed you so bad
I missed you so so bad

Before you came into my life
I missed you so bad
And you should know that

So call me, maybe?",threw wish well ask never tell looked fell way trade soul wish pennies dimes kiss wasn looking way stare holdin ripped jeans skin showin hot night wind blowin think going baby met crazy here number call maybe hard look right baby here number call maybe met crazy here number call maybe other boys try chase here number call maybe took time call took time fall gave nothing still way beg borrow steal first sight real didn know feel way stare holdin ripped jeans skin showin hot night wind blowin think going baby met crazy here number call maybe hard look right baby here number call maybe met crazy here number call maybe other boys try chase here number call maybe came life missed bad missed bad missed bad came life missed bad know missed bad hard look right baby here number call maybe met crazy here number call maybe other boys try chase here number call maybe came life missed bad missed bad missed bad came life missed bad know call maybe
Katy Perry,Roar,PRISM,Dinámico,"I used to bite my tongue and hold my breath
Scared to rock the boat and make a mess
So I sat quietly, agreed politely
I guess that I forgot I had a choice
I let you push me past the breaking point
I stood for nothing, so I fell for everything

You held me down, but I got up
Already brushing off the dust
You hear my voice, you hear that sound?
Like thunder, gonna shake the ground
You held me down, but I got up
Get ready, ‘cause I've had enough
I see it all, I see it now

I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion
And you're gonna hear me roar
Louder, louder than a lion
‘Cause I am a champion
And you're gonna hear me roar
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
You're gonna hear me roar

Now I'm floating like a butterfly
Stinging like a bee, I earned my stripes
I went from zero, to my own hero

You held me down, but I got up
Already brushing off the dust
You hear my voice, your hear that sound?
Like thunder, gonna shake the ground
You held me down, but I got up
Get ready, 'cause I've had enough
I see it all, I see it now

I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion
And you're gonna hear me roar
Louder, louder than a lion
'Cause I am a champion
And you're gonna hear me roar
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
You're gonna hear me roar

Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
(You'll hear me roar)
Oh, oh, oh, oh, oh, oh, oh
You're gonna hear me roar

Roar, oh, roar, oh, roar

I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion
And you're gonna hear me roar
Louder, louder than a lion
'Cause I am a champion
And you're gonna hear me roar
Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh (yeah)
Oh, oh, oh, oh, oh, oh, oh
You're gonna hear me roar

Oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh
(You'll hear me roar)
Oh, oh, oh, oh, oh, oh, oh
You're gonna hear me roar",used bite tongue hold breath scared rock boat make mess sat quietly agreed politely guess forgot choice push past breaking point stood nothing fell everything held already brushing dust hear voice hear sound like thunder shake ground held ready enough see see eye tiger fighter dancing fire champion hear roar louder louder lion champion hear roar hear roar floating like butterfly stinging like bee earned stripes went zero own hero held already brushing dust hear voice hear sound like thunder shake ground held ready enough see see eye tiger fighter dancing fire champion hear roar louder louder lion champion hear roar hear roar hear roar hear roar roar roar roar eye tiger fighter dancing fire champion hear roar louder louder lion champion hear roar hear roar hear roar hear roar
Miley Cyrus,Wrecking Ball,Bangerz (Deluxe Version),Dinámico,"We clawed, we chained our hearts in vain
We jumped never asking why
We kissed, I fell under your spell
A love no one could deny

Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me

I put you high up in the sky
And now you're not coming down
It slowly turned, you let me burn
And now we're ashes on the ground

Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me

I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should've let you win
I never meant to start a war
I just wanted you to let me in
I guess I should've let you win

Don't you ever say I just walked away
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
Yeah, you, you wreck me",clawed chained hearts vain jumped never asking why kissed fell under spell love one deny ever say walked away always want live lie running life always want came like wrecking ball never hit hard love wanted break walls ever wreck wreck put high sky coming slowly turned burn ashes ground ever say walked away always want live lie running life always want came like wrecking ball never hit hard love wanted break walls ever wreck came like wrecking ball closed eyes swung left crashing blazing fall ever wreck wreck never meant start war wanted instead using force guess win never meant start war wanted guess win ever say walked away always want came like wrecking ball never hit hard love wanted break walls ever wreck came like wrecking ball closed eyes swung left crashing blazing fall ever wreck wreck wreck
Rihanna,Only Girl (In The World),Loud,Dinámico,"La la la la (X2)
La la la la (X2)

I wan't you love me, like I'm a hot pie
Keep thinkin' of me, doin' what you like
So boy forget about the world cuz it's gon' be me and you tonight
I wanna make your bed for ya, then swallow your pride
Ohh..

Wan't you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever LOVE
Like I'm the only one who knows your heart
Only girl in the world...
Like I'm the only one that's in command
Cuz I'm the only one who understands how to make you feel like a man
Yeeah...

Wan't you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only One...

Wan't you to take it, like a thief in the night
Hold me like a pillow, make me feel right
Baby I'll tell you all my secrets that I'm keepin, you can come inside
And when you enter, you ain't leavin, be my prisoner for the night
Ohh...

Wan't you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever LOVE
Like I'm the only one who knows your heart
Only girl in the world...
Like I'm the only one that's in command
Cuz I'm the only one who understands like I'm the only one who knows your heart, only one...

Take me for a ride, ride
Oh baby, take me hight, hight
Let me make you first, first
Oh make it last al night, night
Take me for a ride, ride
Oh baby, take me hight, hight
Let me make you first, first
Make it last all night

Wan't you the make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world...
Like I'm the only one that's in command
Cuz I'm the only one who understands how to make you feel like a man
Only girl in the world...
Girl in the world...
Only girl in the world,
Girl in the world.

(Merci à marjorie pour cettes paroles)",wan love like hot pie keep thinkin doin like boy forget world cuz gon tonight make bed then swallow pride wan make feel like only girl world like only one ever love like only one knows heart only girl world like only one command cuz only one understands make feel like man yeeah wan make feel like only girl world like only one ever love like only one knows heart only one wan take like thief night hold like pillow make feel right baby tell secrets keepin come inside enter leavin prisoner night wan make feel like only girl world like only one ever love like only one knows heart only girl world like only one command cuz only one understands like only one knows heart only one take ride ride baby take hight hight make first first make last night night take ride ride baby take hight hight make first first make last night wan make feel like only girl world like only one ever love like only one knows heart only girl world like only one command cuz only one understands make feel like man only girl world girl world only girl world girl world merci marjorie pour cettes paroles
MAGIC!,Rude,Don't Kill the Magic,Dinámico,"Saturday morning, jumped out of bed
And put on my best suit
Got in my car and raced like a jet
All the way to you
Knocked on your door with heart in my hand
To ask you a question
'Cause I know that you're an old-fashioned man, yeah (yeah)

Can I have your daughter for the rest of my life?
Say yes, say yes, 'cause I need to know
You say I'll never get your blessing till the day I die
Tough luck, my friend, but the answer is no

Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway

Marry that girl
Marry her anyway
Marry that girl
Yeah, no matter what you say
Marry that girl
And we'll be a family
Why you gotta be so rude?

I hate to do this, you leave no choice
Can't live without her
Love me or hate me, we will be both
Standing at that altar
Or we will run away to another galaxy, you know
You know she's in love with me
She will go anywhere I go

Can I have your daughter for the rest of my life?
Say yes, say yes, 'cause I need to know
You say I'll never get your blessing till the day I die
Tough luck, my friend, 'cause the answer's still no

Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway

Marry that girl
Marry her anyway
Marry that girl
No matter what you say
Marry that girl
And we'll be a family
Why you gotta be so rude, rude?
(Why you gotta be so—)

Can I have your daughter for the rest of my life?
Say yes, say yes, 'cause I need to know
You say I'll never get your blessing till the day I die
Tough luck, my friend, but no still means no

Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway

Marry that girl
Marry her anyway
Marry that girl
No matter what you say
Marry that girl
And we'll be a family
Why you gotta be so rude?

(Yeah, oh)
Why you gotta be so rude?
Why you gotta be so rude?",saturday morning jumped bed put best suit car raced like jet way knocked door heart hand ask question know old fashioned man daughter rest life say yes say yes need know say never blessing till day die tough luck friend answer why rude know human why rude marry anyway marry girl marry anyway marry girl matter say marry girl family why rude hate leave choice live without love hate both standing altar run away another galaxy know know love anywhere daughter rest life say yes say yes need know say never blessing till day die tough luck friend answer still why rude know human why rude marry anyway marry girl marry anyway marry girl matter say marry girl family why rude rude why daughter rest life say yes say yes need know say never blessing till day die tough luck friend still means why rude know human why rude marry anyway marry girl marry anyway marry girl matter say marry girl family why rude why rude why rude
